Provider,PotentialFraud,inp_claim_count,inp_total_reimb,inp_mean_reimb,inp_unique_bene,out_claim_count,out_total_reimb,out_mean_reimb,out_unique_bene,total_claims,total_reimb,total_unique_bene,claims_per_patient,inp_to_outp_ratio,avg_claim_cost,inp_2008_11,inp_2008_12,inp_2009_01,inp_2009_02,inp_2009_03,inp_2009_04,inp_2009_05,inp_2009_06,inp_2009_07,inp_2009_08,inp_2009_09,inp_2009_10,inp_2009_11,inp_2009_12,out_2008_12,out_2009_01,out_2009_02,out_2009_03,out_2009_04,out_2009_05,out_2009_06,out_2009_07,out_2009_08,out_2009_09,out_2009_10,out_2009_11,out_2009_12,top_states
PRV52544,No,6.0,34000.0,5666.666666666667,6.0,0.0,0.0,0.0,0.0,6.0,34000.0,6.0,0.8571428571428571,6.0,4857.142857142857,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
PRV52545,No,0.0,0.0,0.0,0.0,13.0,1460.0,112.3076923076923,13.0,13.0,1460.0,13.0,0.9285714285714286,0.0,104.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,
PRV52547,No,0.0,0.0,0.0,0.0,2.0,3020.0,1510.0,2.0,2.0,3020.0,2.0,0.6666666666666666,0.0,1006.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PRV52548,No,5.0,37000.0,7400.0,5.0,10.0,1750.0,175.0,10.0,15.0,38750.0,15.0,0.9375,0.45454545454545453,2421.875,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,14
PRV52549,No,6.0,39000.0,6500.0,5.0,150.0,58160.0,387.73333333333335,49.0,156.0,97160.0,54.0,2.8363636363636364,0.039735099337748346,618.8535031847134,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,13.0,12.0,11.0,12.0,14.0,20.0,8.0,12.0,15.0,14.0,9.0,14
PRV52551,No,0.0,0.0,0.0,0.0,5.0,920.0,184.0,5.0,5.0,920.0,5.0,0.8333333333333334,0.0,153.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,
PRV52552,No,11.0,107000.0,9727.272727272728,11.0,44.0,12870.0,292.5,43.0,55.0,119870.0,54.0,1.0,0.24444444444444444,2140.535714285714,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,5.0,8.0,2.0,3.0,"14, 3"
PRV52553,No,4.0,60000.0,15000.0,4.0,4.0,2320.0,580.0,4.0,8.0,62320.0,8.0,0.8888888888888888,0.8,6924.444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,"14, 54"
PRV52554,No,0.0,0.0,0.0,0.0,13.0,1970.0,151.53846153846155,13.0,13.0,1970.0,13.0,0.9285714285714286,0.0,140.71428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,
PRV52555,No,0.0,0.0,0.0,0.0,7.0,3600.0,514.2857142857143,7.0,7.0,3600.0,7.0,0.875,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
PRV52556,No,46.0,447000.0,9717.391304347826,40.0,69.0,17760.0,257.39130434782606,62.0,115.0,464760.0,102.0,1.116504854368932,0.6571428571428571,4006.551724137931,0.0,1.0,8.0,1.0,9.0,7.0,4.0,5.0,2.0,4.0,1.0,0.0,0.0,4.0,0.0,7.0,10.0,5.0,10.0,9.0,3.0,6.0,6.0,3.0,5.0,3.0,2.0,"14, 16, 3"
PRV52557,No,0.0,0.0,0.0,0.0,11.0,970.0,88.18181818181819,9.0,11.0,970.0,9.0,1.1,0.0,80.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,
PRV52558,No,0.0,0.0,0.0,0.0,494.0,140900.0,285.2226720647773,440.0,494.0,140900.0,440.0,1.1201814058956916,0.0,284.64646464646466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.0,36.0,43.0,53.0,49.0,50.0,38.0,36.0,50.0,30.0,27.0,30.0,
PRV52559,No,0.0,0.0,0.0,0.0,359.0,90740.0,252.75766016713092,207.0,359.0,90740.0,207.0,1.7259615384615385,0.0,252.05555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,29.0,34.0,25.0,35.0,35.0,31.0,40.0,30.0,18.0,23.0,19.0,
PRV52560,No,0.0,0.0,0.0,0.0,503.0,145450.0,289.16500994035783,174.0,503.0,145450.0,174.0,2.874285714285714,0.0,288.5912698412698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,41.0,53.0,38.0,43.0,33.0,44.0,40.0,39.0,49.0,31.0,32.0,
PRV52561,No,0.0,0.0,0.0,0.0,280.0,128900.0,460.35714285714283,261.0,280.0,128900.0,261.0,1.0687022900763359,0.0,458.7188612099644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,20.0,20.0,24.0,24.0,21.0,25.0,22.0,24.0,27.0,21.0,18.0,
PRV52562,No,6.0,72000.0,12000.0,5.0,81.0,18620.0,229.87654320987653,56.0,87.0,90620.0,61.0,1.403225806451613,0.07317073170731707,1029.7727272727273,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,7.0,6.0,3.0,8.0,5.0,7.0,9.0,9.0,7.0,6.0,14
PRV52563,No,0.0,0.0,0.0,0.0,473.0,173770.0,367.3784355179704,246.0,473.0,173770.0,246.0,1.9149797570850202,0.0,366.6033755274262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,42.0,39.0,35.0,51.0,40.0,41.0,40.0,37.0,44.0,27.0,41.0,
PRV52564,No,5.0,35000.0,7000.0,5.0,16.0,4700.0,293.75,16.0,21.0,39700.0,21.0,0.9545454545454546,0.29411764705882354,1804.5454545454545,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,2.0,3.0,0.0,0.0,"10, 14"
PRV52565,No,11.0,109000.0,9909.09090909091,11.0,126.0,32640.0,259.04761904761904,78.0,137.0,141640.0,89.0,1.5222222222222221,0.08661417322834646,1026.376811594203,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,7.0,10.0,8.0,8.0,15.0,7.0,14.0,11.0,11.0,13.0,7.0,12.0,14
PRV52566,No,22.0,219400.0,9972.727272727272,22.0,117.0,32630.0,278.8888888888889,113.0,139.0,252030.0,135.0,1.0220588235294117,0.1864406779661017,1800.2142857142858,0.0,0.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,5.0,0.0,0.0,6.0,12.0,14.0,13.0,14.0,8.0,8.0,11.0,7.0,9.0,9.0,6.0,"10, 14, 15"
PRV52567,No,0.0,0.0,0.0,0.0,66.0,29670.0,449.54545454545456,38.0,66.0,29670.0,38.0,1.6923076923076923,0.0,442.8358208955224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,8.0,5.0,9.0,4.0,6.0,5.0,5.0,3.0,3.0,
PRV52568,No,0.0,0.0,0.0,0.0,87.0,25730.0,295.7471264367816,41.0,87.0,25730.0,41.0,2.0714285714285716,0.0,292.3863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,8.0,6.0,7.0,9.0,8.0,5.0,3.0,9.0,6.0,
PRV52570,No,8.0,62000.0,7750.0,8.0,16.0,6190.0,386.875,15.0,24.0,68190.0,23.0,1.0,0.47058823529411764,2727.6,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,14
PRV52571,No,0.0,0.0,0.0,0.0,508.0,161790.0,318.48425196850394,429.0,508.0,161790.0,429.0,1.1813953488372093,0.0,317.85854616895875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,34.0,44.0,39.0,47.0,48.0,44.0,43.0,37.0,47.0,43.0,38.0,
PRV52572,No,0.0,0.0,0.0,0.0,3.0,4150.0,1383.3333333333333,3.0,3.0,4150.0,3.0,0.75,0.0,1037.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
PRV52573,No,0.0,0.0,0.0,0.0,587.0,158670.0,270.30664395229985,520.0,587.0,158670.0,520.0,1.126679462571977,0.0,269.8469387755102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,44.0,47.0,53.0,49.0,52.0,58.0,50.0,46.0,48.0,53.0,51.0,
PRV52574,Yes,146.0,1498900.0,10266.438356164384,117.0,113.0,34930.0,309.11504424778764,93.0,259.0,1533830.0,210.0,1.2274881516587677,1.280701754385965,5899.346153846154,0.0,5.0,13.0,10.0,12.0,10.0,18.0,16.0,13.0,18.0,6.0,13.0,7.0,5.0,1.0,9.0,6.0,8.0,14.0,7.0,9.0,16.0,3.0,8.0,13.0,6.0,13.0,14
PRV52575,No,0.0,0.0,0.0,0.0,70.0,23780.0,339.7142857142857,40.0,70.0,23780.0,40.0,1.7073170731707317,0.0,334.92957746478874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,5.0,6.0,2.0,7.0,8.0,7.0,11.0,8.0,2.0,4.0,
PRV52576,No,3.0,42000.0,14000.0,3.0,23.0,7850.0,341.30434782608694,23.0,26.0,49850.0,26.0,0.9629629629629629,0.125,1846.2962962962963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,1.0,3.0,"14, 54"
PRV52577,No,0.0,0.0,0.0,0.0,8.0,2550.0,318.75,8.0,8.0,2550.0,8.0,0.8888888888888888,0.0,283.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,
PRV52578,Yes,37.0,348000.0,9405.405405405405,28.0,12.0,5050.0,420.8333333333333,12.0,49.0,353050.0,40.0,1.1951219512195121,2.8461538461538463,7061.0,0.0,0.0,6.0,5.0,1.0,0.0,8.0,4.0,3.0,1.0,6.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,"14, 54"
PRV52579,No,0.0,0.0,0.0,0.0,9.0,1060.0,117.77777777777777,9.0,9.0,1060.0,9.0,0.9,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,
PRV52580,No,0.0,0.0,0.0,0.0,39.0,7090.0,181.7948717948718,37.0,39.0,7090.0,37.0,1.0263157894736843,0.0,177.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,0.0,
PRV52581,No,0.0,0.0,0.0,0.0,142.0,40050.0,282.0422535211268,135.0,142.0,40050.0,135.0,1.0441176470588236,0.0,280.0699300699301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,11.0,14.0,11.0,16.0,15.0,11.0,15.0,11.0,9.0,4.0,8.0,
PRV52582,No,19.0,190000.0,10000.0,19.0,4.0,1020.0,255.0,4.0,23.0,191020.0,23.0,0.9583333333333334,3.8,7959.166666666667,0.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,"14, 54"
PRV52583,No,26.0,196000.0,7538.461538461538,26.0,182.0,41790.0,229.6153846153846,167.0,208.0,237790.0,193.0,1.0721649484536082,0.14207650273224043,1137.751196172249,0.0,0.0,4.0,1.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,17.0,14.0,17.0,16.0,19.0,11.0,13.0,13.0,12.0,18.0,18.0,12.0,"10, 14, 3"
PRV52584,No,3.0,45000.0,15000.0,3.0,51.0,12460.0,244.31372549019608,49.0,54.0,57460.0,52.0,1.0188679245283019,0.057692307692307696,1044.7272727272727,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,5.0,5.0,2.0,5.0,5.0,3.0,2.0,4.0,4.0,"14, 26"
PRV52586,No,0.0,0.0,0.0,0.0,1.0,300.0,300.0,1.0,1.0,300.0,1.0,0.5,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PRV52587,No,0.0,0.0,0.0,0.0,137.0,38900.0,283.94160583941607,68.0,137.0,38900.0,68.0,1.9855072463768115,0.0,281.8840579710145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,15.0,10.0,10.0,7.0,9.0,19.0,15.0,11.0,10.0,13.0,
PRV52588,No,17.0,167000.0,9823.529411764706,17.0,33.0,9620.0,291.5151515151515,21.0,50.0,176620.0,38.0,1.2820512820512822,0.5,3463.1372549019607,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,5.0,2.0,0.0,1.0,0.0,4.0,5.0,2.0,3.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,6.0,14
PRV52589,Yes,81.0,723800.0,8935.802469135802,71.0,345.0,109120.0,316.28985507246375,300.0,426.0,832920.0,371.0,1.1451612903225807,0.23410404624277456,1950.6323185011709,0.0,0.0,10.0,14.0,3.0,5.0,8.0,7.0,13.0,3.0,4.0,3.0,7.0,4.0,1.0,26.0,24.0,29.0,29.0,32.0,31.0,34.0,27.0,24.0,24.0,32.0,32.0,"10, 14, 15"
PRV52590,Yes,115.0,1204050.0,10470.0,107.0,93.0,23530.0,253.01075268817203,93.0,208.0,1227580.0,200.0,1.0348258706467661,1.2234042553191489,5873.588516746411,0.0,1.0,11.0,9.0,10.0,9.0,12.0,7.0,10.0,12.0,6.0,12.0,6.0,10.0,1.0,11.0,10.0,7.0,9.0,4.0,11.0,9.0,5.0,8.0,7.0,4.0,7.0,14
PRV52591,No,0.0,0.0,0.0,0.0,46.0,12510.0,271.95652173913044,45.0,46.0,12510.0,45.0,1.0,0.0,266.17021276595744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,7.0,2.0,6.0,4.0,8.0,3.0,1.0,0.0,4.0,
PRV52592,No,7.0,56000.0,8000.0,6.0,12.0,3620.0,301.6666666666667,12.0,19.0,59620.0,18.0,1.0,0.5384615384615384,2981.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,14
PRV52593,Yes,0.0,0.0,0.0,0.0,582.0,142020.0,244.02061855670104,252.0,582.0,142020.0,252.0,2.300395256916996,0.0,243.60205831903946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,57.0,43.0,54.0,49.0,53.0,48.0,46.0,47.0,46.0,49.0,45.0,41.0,
PRV52596,No,0.0,0.0,0.0,0.0,2.0,400.0,200.0,2.0,2.0,400.0,2.0,0.6666666666666666,0.0,133.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
PRV52598,No,0.0,0.0,0.0,0.0,31.0,10490.0,338.38709677419354,30.0,31.0,10490.0,30.0,1.0,0.0,327.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,2.0,2.0,4.0,1.0,7.0,0.0,0.0,2.0,0.0,
PRV52599,No,0.0,0.0,0.0,0.0,272.0,87890.0,323.125,144.0,272.0,87890.0,144.0,1.8758620689655172,0.0,321.94139194139194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,20.0,20.0,31.0,15.0,25.0,21.0,34.0,17.0,24.0,17.0,22.0,
PRV52602,No,9.0,84000.0,9333.333333333334,8.0,70.0,24520.0,350.2857142857143,65.0,79.0,108520.0,73.0,1.0675675675675675,0.1267605633802817,1356.5,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,8.0,4.0,7.0,3.0,7.0,7.0,8.0,6.0,1.0,4.0,8.0,6.0,14
PRV52604,No,0.0,0.0,0.0,0.0,7.0,3490.0,498.57142857142856,7.0,7.0,3490.0,7.0,0.875,0.0,436.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,
PRV52605,No,0.0,0.0,0.0,0.0,1000.0,253880.0,253.88,401.0,1000.0,253880.0,401.0,2.487562189054726,0.0,253.62637362637363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,98.0,81.0,92.0,85.0,98.0,79.0,91.0,73.0,70.0,76.0,76.0,78.0,
PRV52606,No,0.0,0.0,0.0,0.0,30.0,10020.0,334.0,22.0,30.0,10020.0,22.0,1.3043478260869565,0.0,323.2258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,0.0,5.0,0.0,2.0,4.0,5.0,
PRV52607,No,0.0,0.0,0.0,0.0,2.0,3400.0,1700.0,2.0,2.0,3400.0,2.0,0.6666666666666666,0.0,1133.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
PRV52608,No,1.0,3000.0,3000.0,1.0,0.0,0.0,0.0,0.0,1.0,3000.0,1.0,0.5,1.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
PRV52609,Yes,5.0,58000.0,11600.0,4.0,128.0,40690.0,317.890625,44.0,133.0,98690.0,48.0,2.7142857142857144,0.03875968992248062,736.4925373134329,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,9.0,7.0,9.0,19.0,13.0,12.0,7.0,6.0,19.0,14.0,14
PRV52610,No,1.0,3000.0,3000.0,1.0,16.0,7040.0,440.0,15.0,17.0,10040.0,16.0,1.0,0.058823529411764705,557.7777777777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,14
PRV52611,No,9.0,80000.0,8888.888888888889,9.0,7.0,2760.0,394.2857142857143,7.0,16.0,82760.0,16.0,0.9411764705882353,1.125,4868.235294117647,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14
PRV52614,No,0.0,0.0,0.0,0.0,156.0,42480.0,272.3076923076923,94.0,156.0,42480.0,94.0,1.6421052631578947,0.0,270.5732484076433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,18.0,14.0,16.0,15.0,9.0,11.0,14.0,12.0,9.0,11.0,
PRV52615,No,2.0,18000.0,9000.0,2.0,7.0,770.0,110.0,7.0,9.0,18770.0,9.0,0.9,0.25,1877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,14
PRV52616,No,0.0,0.0,0.0,0.0,15.0,8640.0,576.0,15.0,15.0,8640.0,15.0,0.9375,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,
PRV52617,No,42.0,349000.0,8309.52380952381,39.0,196.0,58900.0,300.51020408163265,109.0,238.0,407900.0,148.0,1.5973154362416107,0.2131979695431472,1706.694560669456,0.0,0.0,4.0,1.0,1.0,6.0,7.0,2.0,3.0,5.0,2.0,3.0,7.0,1.0,0.0,16.0,19.0,18.0,20.0,16.0,20.0,19.0,15.0,20.0,12.0,14.0,7.0,14
PRV52621,No,24.0,176000.0,7333.333333333333,21.0,21.0,4280.0,203.8095238095238,21.0,45.0,180280.0,42.0,1.0465116279069768,1.0909090909090908,3919.1304347826085,0.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,5.0,3.0,5.0,0.0,1.0,1.0,1.0,"14, 15"
PRV52622,No,4.0,16000.0,4000.0,4.0,3.0,1010.0,336.6666666666667,3.0,7.0,17010.0,7.0,0.875,1.0,2126.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14
PRV52623,No,10.0,147000.0,14700.0,10.0,225.0,55290.0,245.73333333333332,118.0,235.0,202290.0,128.0,1.821705426356589,0.04424778761061947,857.1610169491526,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,16.0,14.0,23.0,21.0,24.0,19.0,11.0,23.0,30.0,20.0,12.0,11.0,14
PRV52626,No,0.0,0.0,0.0,0.0,3.0,560.0,186.66666666666666,3.0,3.0,560.0,3.0,0.75,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,
PRV52627,No,3.0,46000.0,15333.333333333334,3.0,2.0,70.0,35.0,2.0,5.0,46070.0,5.0,0.8333333333333334,1.0,7678.333333333333,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14
PRV52628,Yes,0.0,0.0,0.0,0.0,2098.0,604120.0,287.9504289799809,1354.0,2098.0,604120.0,1354.0,1.5483394833948338,0.0,287.81324440209625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,211.0,171.0,206.0,175.0,180.0,189.0,149.0,178.0,163.0,177.0,152.0,138.0,
PRV52629,No,0.0,0.0,0.0,0.0,61.0,12320.0,201.9672131147541,58.0,61.0,12320.0,58.0,1.0338983050847457,0.0,198.70967741935485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,4.0,10.0,3.0,9.0,7.0,3.0,3.0,2.0,6.0,
PRV52630,Yes,87.0,774400.0,8901.149425287356,78.0,347.0,99070.0,285.5043227665706,209.0,434.0,873470.0,287.0,1.5069444444444444,0.25,2007.9770114942528,0.0,1.0,9.0,8.0,7.0,9.0,6.0,8.0,8.0,11.0,2.0,4.0,4.0,10.0,3.0,33.0,33.0,32.0,34.0,34.0,35.0,27.0,32.0,20.0,29.0,17.0,18.0,"14, 52"
PRV52631,No,0.0,0.0,0.0,0.0,1057.0,321750.0,304.399243140965,804.0,1057.0,321750.0,804.0,1.3130434782608695,0.0,304.11153119092626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101.0,69.0,95.0,81.0,77.0,91.0,89.0,98.0,92.0,95.0,81.0,87.0,
PRV52633,No,0.0,0.0,0.0,0.0,379.0,100770.0,265.8839050131926,224.0,379.0,100770.0,224.0,1.6844444444444444,0.0,265.1842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,28.0,27.0,37.0,30.0,46.0,35.0,28.0,26.0,20.0,35.0,34.0,
